treatment,maxneg,maxneggene,smaxneg,smaxneggene,smaxpos,smaxposgene,maxpos,maxposgene
BRD-K61645575:1.111 uM:1,-0.211131542952797,AC009803.1 (ENSG00000257407),-0.192030150195612,AC093027.1 (ENSG00000257296),0.176351936203543,AC073323.1 (ENSG00000232524),0.180288594638832,MTMR6 (ENSG00000139505)
BRD-K26113398:3.333 uM:1,-0.194987036369561,RNU4-48P (ENSG00000202429),-0.194881844686546,SNCA-AS1 (ENSG00000247775),0.240900824272101,TXNIP (ENSG00000265972),0.249289618042058,KCNA6 (ENSG00000151079)
BRD-A61003984:3.333 uM:1,-0.412664712537974,UGT1A10 (ENSG00000242515),-0.301649617660013,AC007568.1 (ENSG00000224136),0.231971723752397,AC025048.6 (ENSG00000280852),0.246620913392407,TSN (ENSG00000211460)
BRD-K38722204:10 uM:1,-0.216268528587159,SVOPL (ENSG00000157703),-0.212431735000964,AC015522.1 (ENSG00000254202),0.190203208310516,LEF1 (ENSG00000138795),0.191279976914436,SSTR5 (ENSG00000162009)
BRD-K87448368:10 uM:1,-0.3221331423502,CEBPA (ENSG00000245848),-0.30833234677819,FRAT2 (ENSG00000181274),0.331387166780538,AXL (ENSG00000167601),0.34166735147278,AKAP2 (ENSG00000241978)
BRD-K52052843:10 uM:1,-0.343416581728059,MYADML (ENSG00000239649),-0.340227557115837,AC091544.6 (ENSG00000272298),0.279056643636347,ITGA3 (ENSG00000005884),0.297297916750811,HRH1 (ENSG00000196639)
BRD-K74250612:1.111 uM:1,-0.223562910646046,CPXM2 (ENSG00000121898),-0.20956985772824,HOPX (ENSG00000171476),0.151572385678652,RF01946 (ENSG00000275666),0.156007139548371,FAM86JP (ENSG00000171084)
BRD-K52052843:3.333 uM:1,-0.230731374836227,RBM22P6 (ENSG00000275643),-0.220600029813195,AC092100.1 (ENSG00000225718),0.180477906878097,AC098591.1 (ENSG00000205794),0.190572150366536,GAPDHP55 (ENSG00000224055)
BRD-A72544794:3.333 uM:1,-0.160767134998605,OR10H1 (ENSG00000186723),-0.160731408082817,AC008946.1 (ENSG00000267939),0.181925961837439,RF00017 (ENSG00000274704),0.188221782885533,AC005921.1 (ENSG00000248702)
BRD-K75483789:1.111 uM:1,-0.443910582564608,LINC00885 (ENSG00000224652),-0.415445232703685,DSCAM-AS1 (ENSG00000235123),0.342372364440378,EMP3 (ENSG00000142227),0.375657727879546,GSTP1 (ENSG00000084207)
BRD-K89456215:0.5556 uM:1,-0.20313597420451,AC092810.3 (ENSG00000232537),-0.185505480066552,LINC01269 (ENSG00000258689),0.244221232487681,RPL23AP85 (ENSG00000224980),0.247433318965866,CYP2A7P2 (ENSG00000198251)
BRD-K38408496:1.111 uM:1,-0.30249242529761,NUDT5 (ENSG00000165609),-0.290559187677455,RPP38 (ENSG00000152464),0.241273558513616,AC120049.1 (ENSG00000267414),0.259406782013617,NAGK (ENSG00000124357)
BRD-A76297807:10 uM:1,-0.234200010275093,TERF1P3 (ENSG00000249311),-0.224830765972179,KRT18P61 (ENSG00000267083),0.251104452299598,RGS3 (ENSG00000138835),0.254215911630166,ARHGAP18 (ENSG00000146376)
BRD-A14369148:1.111 uM:1,-0.194542651047997,ANKRD7 (ENSG00000106013),-0.192860593892851,AC016745.1 (ENSG00000234997),0.187847660942762,AC004824.1 (ENSG00000227751),0.207681238158371,COPS8P3 (ENSG00000254697)
BRD-A63170074:10 uM:1,-0.324743837904238,NTS (ENSG00000133636),-0.279458610888466,TRIM71 (ENSG00000206557),0.327834088396466,RUNX1 (ENSG00000159216),0.38274709274451,SLC2A1 (ENSG00000117394)
BRD-K12517162:1.111 uM:1,-0.242991868831054,NDUFA5P9 (ENSG00000220831),-0.24028898565874,AC090844.3 (ENSG00000265799),0.196123801866451,IGSF8 (ENSG00000162729),0.205439383559734,ST7 (ENSG00000004866)
BRD-K38722204:1.111 uM:1,-0.205333741792405,LINC02348 (ENSG00000273585),-0.20116010885496,PRDM12 (ENSG00000130711),0.192347809206384,TNRC6A (ENSG00000090905),0.201035965893308,DOCK4-AS1 (ENSG00000225572)
BRD-K65888872:3.333 uM:1,-0.243348746718444,AC064807.2 (ENSG00000253844),-0.236109530813419,AC098799.3 (ENSG00000250642),0.227529294189602,MRC2 (ENSG00000011028),0.230329884770015,RUSC2 (ENSG00000198853)
BRD-K82186618:10 uM:1,-0.257669866761812,BNIP3 (ENSG00000176171),-0.244697962964996,GJC1 (ENSG00000182963),0.269447759402146,TFF3 (ENSG00000160180),0.273075210330576,SMPD3 (ENSG00000103056)
BRD-K47829755:10 uM:1,-0.219332225973894,AC073130.2 (ENSG00000243243),-0.216469787398242,PHC1P1 (ENSG00000179899),0.210755522816898,SBDS (ENSG00000126524),0.219660115461997,BMP4 (ENSG00000125378)
BRD-A86615317:10 uM:1,-0.263887853321063,KDM1A (ENSG00000004487),-0.260291169325898,RCC1 (ENSG00000180198),0.277548929801032,RHBDF1 (ENSG00000007384),0.284722224173396,TCTA (ENSG00000145022)
BRD-K49420095:3.333 uM:1,-0.212198371916191,TP53TG3HP (ENSG00000269622),-0.205386136627753,IGHV3-41 (ENSG00000278473),0.202394628976363,GTF2F2P2 (ENSG00000233910),0.20311331846634,AC005176.1 (ENSG00000268153)
BRD-K29333705:10 uM:1,-0.238872887521483,AC025674.1 (ENSG00000251142),-0.235180446578704,AC015522.1 (ENSG00000254202),0.19090103659157,TFF1 (ENSG00000160182),0.19963357914577,TERB1 (ENSG00000249961)
BRD-K51079083:10 uM:1,-0.211807263570068,APOOP3 (ENSG00000255700),-0.208179267891854,AC010970.1 (ENSG00000225840),0.175126577989339,RPL24 (ENSG00000114391),0.185924162359074,TMEM161B (ENSG00000164180)
BRD-K85688873:10 uM:1,-0.285215874842677,IGDCC3 (ENSG00000174498),-0.252952857797306,TRIM71 (ENSG00000206557),0.277333181133437,HRH1 (ENSG00000196639),0.282788387740942,TICAM2 (ENSG00000243414)
BRD-K84427533:1.111 uM:1,-0.218892582402917,AC007336.3 (ENSG00000279030),-0.209770577238381,FPR1 (ENSG00000171051),0.178405058638749,TRAV26-2 (ENSG00000211812),0.185638947663062,ADGRG6 (ENSG00000112414)
BRD-K51859063:3.333 uM:1,-0.223288901021364,CSNKA2IP (ENSG00000283434),-0.222731632629969,AC041039.1 (ENSG00000243171),0.209509335206562,GOLT1B (ENSG00000111711),0.221078141532352,ACVR1 (ENSG00000115170)
BRD-K84491841:1.111 uM:1,-0.249938683994698,RBBP8P1 (ENSG00000230399),-0.243964972748431,AC084121.6 (ENSG00000285620),0.173423605839632,UBTFL8 (ENSG00000224082),0.191782811274365,KRT36 (ENSG00000126337)
BRD-K97227974:3.333 uM:1,-0.342468198991448,MYADML (ENSG00000239649),-0.323885101222906,AC009495.1 (ENSG00000229195),0.247409483395069,THSD4 (ENSG00000187720),0.263597433663835,EPHA2 (ENSG00000142627)
BRD-K65989752:3.333 uM:1,-0.303748001025058,DDB1 (ENSG00000167986),-0.2503508433026,GNG5 (ENSG00000174021),0.281270176890458,APOD (ENSG00000189058),0.293959288131801,RNASEL (ENSG00000135828)
BRD-A37443727:1.111 uM:1,-0.311004851419335,LINC01751 (ENSG00000261249),-0.292288364230546,AL354714.3 (ENSG00000232188),0.179649705022555,CCS (ENSG00000173992),0.18710521653176,PLSCR3 (ENSG00000187838)
BRD-K62593322:3.333 uM:1,-0.245532633447362,LCE3B (ENSG00000187238),-0.244736141982257,AL135929.1 (ENSG00000233712),0.224585943121176,C13orf46 (ENSG00000283199),0.240832727539414,LINC00565 (ENSG00000260910)
BRD-K78175958:1.111 uM:1,-0.25535994158634,OR52E1 (ENSG00000273085),-0.248648681871553,AC104971.2 (ENSG00000267579),0.167550267161214,NPAP1P6 (ENSG00000238002),0.170047312858941,AC020658.5 (ENSG00000273855)
BRD-K29376402:1.111 uM:1,-0.200786781311216,TARS2P1 (ENSG00000248104),-0.199829745295914,AC090312.2 (ENSG00000265946),0.25714529609341,AL358075.4 (ENSG00000278139),0.264199162285947,BX664730.1 (ENSG00000276898)
BRD-K38408496:10 uM:1,-0.283308112895933,AC140479.2 (ENSG00000230650),-0.272966418731288,LINC01106 (ENSG00000175772),0.350576254684169,PEA15 (ENSG00000162734),0.515073962701754,SLC43A3 (ENSG00000134802)
BRD-K37163903:10 uM:1,-0.304946995808915,HNRNPA1 (ENSG00000135486),-0.273454420285502,ADAM11 (ENSG00000073670),0.348718696562572,RUNX1 (ENSG00000159216),0.402950136925231,SLC2A1 (ENSG00000117394)
BRD-K43989670:3.333 uM:1,-0.192147074802477,TLCD1 (ENSG00000160606),-0.181562671522713,NCCRP1 (ENSG00000188505),0.227784595016611,CTTNBP2NL (ENSG00000143079),0.242700955236589,PHC2 (ENSG00000134686)
BRD-K53346571:10 uM:1,-0.241410297024339,AC008738.3 (ENSG00000267580),-0.239734509349101,AC022390.1 (ENSG00000254271),0.302903970266096,ABL2 (ENSG00000143322),0.31676214948088,DCBLD2 (ENSG00000057019)
BRD-K18404322:3.333 uM:1,-0.221487522919633,NT5C3B (ENSG00000141698),-0.208171487709174,AMMECR1-IT1 (ENSG00000224142),0.191095411251073,TRAV27 (ENSG00000211809),0.192793867873814,FUT6 (ENSG00000156413)
BRD-K83673473:1.111 uM:1,-0.205125394841257,C7orf66 (ENSG00000205174),-0.202123143304733,AL591222.1 (ENSG00000261402),0.197475082297989,AC004923.4 (ENSG00000255306),0.198426129967089,CD27 (ENSG00000139193)
BRD-K32356866:1.111 uM:1,-0.219862150802266,PYGL (ENSG00000100504),-0.204039701407081,TLR2 (ENSG00000137462),0.219716917548855,MTRNR2L7 (ENSG00000256892),0.219833542652371,ERVK13-1 (ENSG00000260565)
BRD-A84242912:1.111 uM:1,-0.186103144675822,RN7SKP238 (ENSG00000252292),-0.186103144675822,AL355097.1 (ENSG00000258379),0.173794806432807,DIP2A-IT1 (ENSG00000223692),0.17954255199503,HNRNPA1P42 (ENSG00000233615)
BRD-K29343733:10 uM:1,-0.307376125940374,SNCA-AS1 (ENSG00000247775),-0.278463305226804,CA14 (ENSG00000118298),0.308609978175489,ITGA3 (ENSG00000005884),0.318623369288667,TICAM2 (ENSG00000243414)
BRD-K85688873:1.111 uM:1,-0.192106051316512,AVPR1B (ENSG00000198049),-0.190754064090307,AC068769.1 (ENSG00000243584),0.187578238990139,AC055736.1 (ENSG00000257500),0.191225438621554,LCE1C (ENSG00000197084)
BRD-K19639895:1.111 uM:1,-0.201694600101713,AC055717.2 (ENSG00000261650),-0.197809212183165,WFDC10A (ENSG00000180305),0.211783987083386,AL162425.1 (ENSG00000236461),0.215297429073648,CLEC2A (ENSG00000188393)
BRD-A28172772:3.333 uM:1,-0.325240662698781,FBN3 (ENSG00000142449),-0.320693951886028,UNCX (ENSG00000164853),0.287249164959329,TM4SF1 (ENSG00000169908),0.312807705360299,NAMPT (ENSG00000105835)
BRD-K44107043:3.333 uM:1,-0.243394749966494,AL133371.2 (ENSG00000258810),-0.209451656868063,DACH1 (ENSG00000276644),0.175892306545906,ITFG1 (ENSG00000129636),0.186503412841075,HIF1A (ENSG00000100644)
BRD-K52638503:1.111 uM:1,-0.254250142532266,AC004936.1 (ENSG00000235431),-0.244531703664042,AC027701.1 (ENSG00000254123),0.177464384769838,AC074091.1 (ENSG00000259080),0.188308921261266,AL445989.2 (ENSG00000285764)
BRD-K67308851:10 uM:1,-0.219194872459227,AC098934.1 (ENSG00000214796),-0.212314995119756,AC098934.2 (ENSG00000234996),0.227775356965452,BASP1 (ENSG00000176788),0.236720112008796,NPR3 (ENSG00000113389)
BRD-K18540608:10 uM:1,-0.486222437684176,AL138686.2 (ENSG00000285576),-0.485734118592935,LINC01198 (ENSG00000231817),0.348949980465078,AJUBA (ENSG00000129474),0.35052871527764,GLIS2 (ENSG00000126603)
BRD-K37670250:10 uM:1,-0.356779223985746,GRTP1 (ENSG00000139835),-0.325935340068842,MYCL (ENSG00000116990),0.377878215761641,ABL2 (ENSG00000143322),0.381703645580959,LGALS1 (ENSG00000100097)
BRD-A81138202:10 uM:1,-0.20552171333299,AC090844.3 (ENSG00000265799),-0.186598182092401,TNC (ENSG00000041982),0.291963004185682,ABCC2 (ENSG00000023839),0.328826100027479,AL391427.1 (ENSG00000224251)
BRD-K86831041:3.333 uM:1,-0.263078798223773,IGHV7-56 (ENSG00000253131),-0.25632437525923,LINC01413 (ENSG00000260172),0.206111894958835,PLP1 (ENSG00000123560),0.20893251274283,AP000924.1 (ENSG00000254416)
BRD-K23362372:3.333 uM:1,-0.237646358805201,HIF1A (ENSG00000100644),-0.21893269771859,MANF (ENSG00000145050),0.233816537584228,BICDL1 (ENSG00000135127),0.241817597967178,TMEM186 (ENSG00000184857)
BRD-A15200405:3.333 uM:1,-0.189632541498926,AL353678.1 (ENSG00000214908),-0.189412278898163,RNA5SP123 (ENSG00000200114),0.185145435980663,ELOA2 (ENSG00000206181),0.206245933582967,TNS3 (ENSG00000136205)
BRD-A28172772:10 uM:1,-0.328548156479214,KDM1A (ENSG00000004487),-0.317142047764387,TET1 (ENSG00000138336),0.388734876689572,NAMPTP1 (ENSG00000229644),0.470198310543192,NAMPT (ENSG00000105835)
BRD-K51021474:10 uM:1,-0.217658160068008,COBLL1 (ENSG00000082438),-0.19897983109414,AC025211.1 (ENSG00000264458),0.194580142350113,BIN1 (ENSG00000136717),0.199248613714183,BCCIP (ENSG00000107949)
BRD-A03031152:10 uM:1,-0.281311874034684,VRTN (ENSG00000133980),-0.25605224293091,AC090696.1 (ENSG00000232394),0.259631059932928,IQCJ-SCHIP1 (ENSG00000283154),0.264852355052578,NR3C1 (ENSG00000113580)
BRD-K64813497:10 uM:1,-0.248098707073319,NTS (ENSG00000133636),-0.244857911580012,CEBPA (ENSG00000245848),0.288745128598415,ADAM19 (ENSG00000135074),0.291611505072673,HRH1 (ENSG00000196639)
BRD-A39933746:10 uM:1,-0.300654206887324,GPR87 (ENSG00000138271),-0.280542500026272,GNA15 (ENSG00000060558),0.288439677004147,SLC46A3 (ENSG00000139508),0.295419030068346,TTC3 (ENSG00000182670)
BRD-K33062040:1.111 uM:1,-0.294467574071491,AL139125.2 (ENSG00000278982),-0.269848570997727,HNRNPA1P31 (ENSG00000227862),0.177037442836507,AL355493.2 (ENSG00000260151),0.188076589311313,CMAS (ENSG00000111726)
BRD-A28738602:1.111 uM:1,-0.291298377889152,GAU1 (ENSG00000255474),-0.262246839203103,KCNE3 (ENSG00000175538),0.24741914914939,GPR176 (ENSG00000166073),0.28139899172733,MARCH4 (ENSG00000144583)
BRD-K65989752:10 uM:1,-0.192124514417569,LINC01679 (ENSG00000237989),-0.187745499471607,NBPF2P (ENSG00000227001),0.21685631607192,NSUN3 (ENSG00000178694),0.230511362944327,MRPL32 (ENSG00000106591)
BRD-K21559749:3.333 uM:1,-0.264901198029095,AL023495.1 (ENSG00000235303),-0.264210024768584,KRT8P38 (ENSG00000226358),0.223295635019393,RN7SL801P (ENSG00000241230),0.229055657305192,AC025040.1 (ENSG00000259188)
BRD-K40740265:3.333 uM:1,-0.220766838535997,AC087203.1 (ENSG00000254423),-0.216724264932218,KRT125P (ENSG00000258036),0.208506380178656,NUDT16 (ENSG00000198585),0.221518303774314,AC099795.1 (ENSG00000283973)
BRD-K86309836:10 uM:1,-0.257544614501026,MYCL (ENSG00000116990),-0.254089091125126,FGFR2 (ENSG00000066468),0.28713900127532,HIPK2 (ENSG00000064393),0.291596213745056,HPCAL1 (ENSG00000115756)
BRD-K53346571:3.333 uM:1,-0.229473223275368,RTEL1P1 (ENSG00000251441),-0.221955955672865,RNU4-22P (ENSG00000222990),0.179357488595565,PIP4P2 (ENSG00000155099),0.201136982079529,LGALS1 (ENSG00000100097)
BRD-K34744850:1.111 uM:1,-0.221033232863182,AL139125.1 (ENSG00000232591),-0.211082208149973,LINC02224 (ENSG00000249203),0.203797891699517,AL592156.1 (ENSG00000249467),0.208228620766664,KLF12 (ENSG00000118922)
BRD-K40725982:10 uM:1,-0.387580680027803,SULT1A1 (ENSG00000196502),-0.309673791443287,UBE2V1P3 (ENSG00000229518),0.189983136265348,PAQR7 (ENSG00000182749),0.211441817568088,CTHRC1 (ENSG00000164932)
BRD-A15200405:1.111 uM:1,-0.230903033477262,PGBD4P6 (ENSG00000226064),-0.221645566760674,AC073834.1 (ENSG00000237655),0.184764213284025,AC010422.3 (ENSG00000269242),0.194495771321311,AC092435.4 (ENSG00000279376)
BRD-K58982994:10 uM:1,-0.371858253844217,RCOR2 (ENSG00000167771),-0.364117723760885,TET1 (ENSG00000138336),0.399445885973851,NAMPTP1 (ENSG00000229644),0.508398909183156,NAMPT (ENSG00000105835)
BRD-K41665718:3.333 uM:1,-0.255671874729678,LINC00380 (ENSG00000234625),-0.252488780372368,AC026353.1 (ENSG00000244706),0.278462506545177,NR3C1 (ENSG00000113580),0.2794440419656,NCEH1 (ENSG00000144959)
BRD-K65888872:1.111 uM:1,-0.221098953094978,AC012362.1 (ENSG00000213081),-0.212255823649323,LINC01101 (ENSG00000280409),0.238842929026248,SPATA3 (ENSG00000173699),0.24553393778555,ANKRD62P1-PARP4P3 (ENSG00000189295)
BRD-A68902227:10 uM:1,-0.595763029630149,CES1 (ENSG00000198848),-0.490010116480633,CES1P1 (ENSG00000228695),0.209851125918493,TMSB10 (ENSG00000034510),0.225301912917477,COTL1 (ENSG00000103187)
BRD-K51558497:1.111 uM:1,-0.273667160502813,LINC02472 (ENSG00000248338),-0.259216144074717,PDILT (ENSG00000169340),0.205241071231026,PGBD4P6 (ENSG00000226064),0.210066024278168,AC116003.3 (ENSG00000276993)
BRD-A39933746:3.333 uM:1,-0.247839130059605,GNA15 (ENSG00000060558),-0.233491714674138,SLC37A2 (ENSG00000134955),0.223796482753636,C1orf43 (ENSG00000143612),0.226478378162062,WARS2 (ENSG00000116874)
BRD-K41335306:1.111 uM:1,-0.184060695230627,AF130417.1 (ENSG00000227330),-0.183969106066944,AC004707.1 (ENSG00000253102),0.243477613864398,AL355493.2 (ENSG00000260151),0.244905944021495,TSGA13 (ENSG00000213265)
BRD-A44578528:3.333 uM:1,-0.354578937385413,TET1 (ENSG00000138336),-0.353483161324402,RCOR2 (ENSG00000167771),0.41682537312299,NAMPTP1 (ENSG00000229644),0.51404019054357,NAMPT (ENSG00000105835)
BRD-A58807502:10 uM:1,-0.372746403309571,CSTA (ENSG00000121552),-0.370412016445713,TP63 (ENSG00000073282),0.331438132589619,ZNF420 (ENSG00000197050),0.333919276424224,ZNF566 (ENSG00000186017)
BRD-K32395314:10 uM:1,-0.360300197284969,AC126564.1 (ENSG00000280217),-0.317291512223253,AL121839.2 (ENSG00000260711),0.22022081953999,APOBEC3C (ENSG00000244509),0.221133557633912,CORO1C (ENSG00000110880)
BRD-K33062040:10 uM:1,-0.297975701374457,FRAT2 (ENSG00000181274),-0.294041531850121,COQ8A (ENSG00000163050),0.325423889702131,MYBL1 (ENSG00000185697),0.331758383014842,NR3C1 (ENSG00000113580)
BRD-K51558497:10 uM:1,-0.235115757851552,MIR205HG (ENSG00000230937),-0.220701359075799,KRT13 (ENSG00000171401),0.250995560588602,SCARB2 (ENSG00000138760),0.254910781602827,ATP6V1F (ENSG00000128524)
BRD-K51859063:10 uM:1,-0.260496741111431,NTS (ENSG00000133636),-0.240691272407192,RSPO2 (ENSG00000147655),0.256782535280874,CD82 (ENSG00000085117),0.257292623846191,ADIRF-AS1 (ENSG00000272734)
BRD-A10650395:1.111 uM:1,-0.182637706313903,B3GAT2 (ENSG00000112309),-0.180991062685935,FILNC1 (ENSG00000231426),0.178520531200784,CYP46A4P (ENSG00000237180),0.183240491441499,SPATA3 (ENSG00000173699)
BRD-A58807502:3.333 uM:1,-0.208187742344816,AC007568.1 (ENSG00000224136),-0.19606769195162,AC009237.12 (ENSG00000270193),0.170291782910865,LECT2 (ENSG00000145826),0.19212289674199,AC020765.1 (ENSG00000271495)
BRD-A69544133:1.111 uM:1,-0.197390341836955,AP003774.2 (ENSG00000231492),-0.184088342751715,YWHABP1 (ENSG00000237557),0.200893220981485,AC090844.3 (ENSG00000265799),0.204360360633127,AL591518.1 (ENSG00000284999)
BRD-K01704630:3.333 uM:1,-0.22254787796877,AC003035.2 (ENSG00000233535),-0.216181273651165,RPL21P91 (ENSG00000224907),0.185530649250816,LINC02490 (ENSG00000259237),0.205934138571326,SPATA12 (ENSG00000186451)
BRD-A72544794:1.111 uM:1,-0.218763945447398,AC007679.1 (ENSG00000225610),-0.216192758022179,ZNF511-PRAP1 (ENSG00000283496),0.202245133679167,TRGVA (ENSG00000225992),0.221568521607111,AC016877.1 (ENSG00000229625)
BRD-A58807502:1.111 uM:1,-0.226067304358355,AC098799.3 (ENSG00000250642),-0.213853960396464,PAICSP5 (ENSG00000229877),0.166712291687785,AP001434.1 (ENSG00000226012),0.176855968002595,RNF5 (ENSG00000204308)
BRD-K41335306:3.333 uM:1,-0.216908502413944,C4orf45 (ENSG00000164123),-0.181147453435563,PDZRN4 (ENSG00000165966),0.211229311182779,AC134312.5 (ENSG00000261327),0.247437094949194,LINC01940 (ENSG00000227744)
BRD-K64813497:3.333 uM:1,-0.214634923879942,AC023632.5 (ENSG00000254315),-0.205365981794073,AL359238.1 (ENSG00000258600),0.203700762610227,COMMD7 (ENSG00000149600),0.204735080269755,PTTG1IP (ENSG00000183255)
BRD-K97227974:1.111 uM:1,-0.196714336957232,AC015917.2 (ENSG00000265254),-0.196669538306517,ZIC5 (ENSG00000139800),0.210176530656803,AL138962.1 (ENSG00000228573),0.21830982853116,AL391422.4 (ENSG00000270504)
BRD-K49424943:1.111 uM:1,-0.244289789052372,C7orf66 (ENSG00000205174),-0.236354324968972,MTDHP3 (ENSG00000268433),0.177426198039463,AC015978.1 (ENSG00000283076),0.186705672809598,TRIM15 (ENSG00000204610)
BRD-A65541986:10 uM:1,-0.298320874552864,FOXN4 (ENSG00000139445),-0.262974267334164,NTS (ENSG00000133636),0.261448672141218,TAGLN2 (ENSG00000158710),0.291976864392154,PLAUR (ENSG00000011422)
BRD-A10650395:3.333 uM:1,-0.306391921078175,AC009396.1 (ENSG00000258478),-0.296790094551724,RNU1-141P (ENSG00000201493),0.217625676559768,AC020571.1 (ENSG00000229056),0.220990484466272,FN1 (ENSG00000115414)
BRD-K60736362:3.333 uM:1,-0.278560882512978,AC022784.3 (ENSG00000253887),-0.272915508359012,NOL4L-DT (ENSG00000204393),0.241957951512557,SHISAL1 (ENSG00000138944),0.246000880791761,SNED1 (ENSG00000162804)
BRD-K23362372:1.111 uM:1,-0.243925094478713,AC125421.2 (ENSG00000265927),-0.233298652171488,AL591424.3 (ENSG00000278130),0.172673016227933,AC105271.1 (ENSG00000233894),0.188791449381156,AL512353.3 (ENSG00000237090)
BRD-K40725982:1.111 uM:1,-0.238655957423613,AL356118.1 (ENSG00000282864),-0.224999335799238,FP700107.1 (ENSG00000278273),0.173742573614372,KLF16 (ENSG00000129911),0.185084023299221,CRK (ENSG00000167193)
BRD-K23362372:10 uM:1,-0.238082144276614,SNAI2 (ENSG00000019549),-0.215518099141659,HIF1A (ENSG00000100644),0.244234801592304,FGFR4 (ENSG00000160867),0.268730374584363,LINC01134 (ENSG00000236423)
BRD-K22029288:10 uM:1,-0.271610607291773,POR (ENSG00000127948),-0.262088784488573,NOTCH3 (ENSG00000074181),0.341711105009362,MT2A (ENSG00000125148),0.390023858162991,MT1E (ENSG00000169715)
BRD-K78175958:10 uM:1,-0.348059706193084,CEBPA (ENSG00000245848),-0.32991483316864,AC008738.3 (ENSG00000267580),0.307536834185989,EMP3 (ENSG00000142227),0.307767867293384,TUBB6 (ENSG00000176014)
BRD-K51021474:3.333 uM:1,-0.287675075146309,CLVS2 (ENSG00000146352),-0.267335731080418,HAND2 (ENSG00000164107),0.308121246463677,OSGIN1 (ENSG00000140961),0.311267737338741,ABCC3 (ENSG00000108846)
BRD-A68902227:1.111 uM:1,-0.31561293455682,AL672212.1 (ENSG00000213461),-0.307074011940755,TRIM77BP (ENSG00000254993),0.184575893655843,RHOA (ENSG00000067560),0.213478352600151,PQLC3 (ENSG00000162976)
BRD-K87448368:3.333 uM:1,-0.285444719285955,LINC00885 (ENSG00000224652),-0.268198836080526,AL450990.1 (ENSG00000282265),0.250429753133797,AXL (ENSG00000167601),0.264897286251004,SLC16A1-AS1 (ENSG00000226419)
BRD-K82186618:1.111 uM:1,-0.272593231879586,RAB38 (ENSG00000123892),-0.26795590399645,RGS20 (ENSG00000147509),0.319570061451004,RALGPS1 (ENSG00000136828),0.338031405978937,GSE1 (ENSG00000131149)
BRD-A90444848:10 uM:1,-0.209610279665249,AP003390.2 (ENSG00000255247),-0.197575625961665,AL359092.1 (ENSG00000224797),0.242145017986654,HIPK2 (ENSG00000064393),0.251703737338966,CNRIP1 (ENSG00000119865)
BRD-K66479345:10 uM:1,-0.213562584946469,AC012100.1 (ENSG00000241130),-0.207848216747671,RPS5P7 (ENSG00000225381),0.196933398627583,OR2AM1P (ENSG00000236110),0.202561979955615,IL1R2 (ENSG00000115590)
BRD-K73366880:3.333 uM:1,-0.24428166174869,AC004805.1 (ENSG00000266076),-0.236970990271204,PPM1G (ENSG00000115241),0.232553445864895,APOD (ENSG00000189058),0.238303362200051,AC026801.2 (ENSG00000272323)
BRD-K32356866:10 uM:1,-0.257724010248753,COL4A1 (ENSG00000187498),-0.245897605105306,ANKRD65 (ENSG00000235098),0.255304448485463,DNAJA3 (ENSG00000103423),0.264466087165356,PAM16 (ENSG00000217930)
BRD-K26113398:10 uM:1,-0.250457018716914,NTS (ENSG00000133636),-0.241223605708184,AL121999.1 (ENSG00000232895),0.267799928936802,PMAIP1 (ENSG00000141682),0.273712418501045,AC093827.5 (ENSG00000285458)
BRD-K83673473:3.333 uM:1,-0.259601587458302,RCOR2 (ENSG00000167771),-0.240239397410707,OLFM3 (ENSG00000118733),0.25524450853458,ITGA3 (ENSG00000005884),0.258986767341958,GALNT10 (ENSG00000164574)
BRD-A61003984:10 uM:1,-0.436680498043992,UGT1A10 (ENSG00000242515),-0.309001981520054,VN1R20P (ENSG00000233121),0.24226728263695,C19orf71 (ENSG00000183397),0.246527745765745,MFSD12 (ENSG00000161091)
BRD-K67308851:1.111 uM:1,-0.258617531367181,AC009108.2 (ENSG00000260387),-0.258617531367181,AC100843.2 (ENSG00000267487),0.219940679373235,PCDHGC3 (ENSG00000240184),0.221039553214858,AJ011931.1 (ENSG00000276633)
BRD-A76297807:1.111 uM:1,-0.18802195006824,AC107884.2 (ENSG00000254864),-0.178210912608462,AC018953.1 (ENSG00000253583),0.17872082885916,BMPR1AP2 (ENSG00000232460),0.190813008182406,PPY2P (ENSG00000265060)
BRD-K76237198:3.333 uM:1,-0.483873050625933,PDE3A (ENSG00000172572),-0.328004620341141,OR6C5P (ENSG00000230307),0.252251395986702,SFN (ENSG00000175793),0.25863589422931,TMEM265 (ENSG00000281991)
BRD-K49998606:10 uM:1,-0.25467934485531,FDXR (ENSG00000161513),-0.242022893902902,NPM3 (ENSG00000107833),0.241944531098267,CIDECP (ENSG00000186162),0.259187478975422,AC090527.2 (ENSG00000260170)
BRD-A45237789:1.111 uM:1,-0.240749505975162,RPL18AP15 (ENSG00000236189),-0.226179714671504,AL365214.1 (ENSG00000216663),0.172654445803278,PC (ENSG00000173599),0.174729776668832,HIST1H1PS1 (ENSG00000216331)
BRD-K29376402:3.333 uM:1,-0.249102782311771,SLC25A13 (ENSG00000004864),-0.197067996906674,AL121902.1 (ENSG00000232286),0.191336739986137,HBEGF (ENSG00000113070),0.209854804906386,AC121338.1 (ENSG00000205537)
