treatment,maxneg,maxneggene,smaxneg,smaxneggene,smaxpos,smaxposgene,maxpos,maxposgene
BRD-K99978345:3.333 uM:1,-0.244448010720301,AC004066.1 (ENSG00000216425),-0.237159712333435,AL158211.1 (ENSG00000261671),0.184592386882805,AL138724.1 (ENSG00000272269),0.192229264176737,RN7SL482P (ENSG00000241587)
BRD-K19693337:1.111 uM:1,-0.196356586168253,LINC01912 (ENSG00000264699),-0.182003868180938,SPDYE14P (ENSG00000278807),0.265734781816506,HNRNPA1P17 (ENSG00000243188),0.278131283676107,AL358075.4 (ENSG00000278139)
BRD-K02346425:3.333 uM:1,-0.200565218758702,LINC01962 (ENSG00000248473),-0.189510662022715,MEPE (ENSG00000152595),0.188599504640994,AC108516.2 (ENSG00000255723),0.192966958830907,AC112487.2 (ENSG00000283669)
BRD-K69669311:1.111 uM:1,-0.211952314515137,AC234791.1 (ENSG00000273746),-0.210393194837596,AC008562.1 (ENSG00000253512),0.214686839330431,CLEC4GP1 (ENSG00000268297),0.228815383020859,AC007091.1 (ENSG00000223838)
BRD-A53569319:10 uM:1,-0.234705281708197,CELA3B (ENSG00000219073),-0.230220636957003,HTR6 (ENSG00000158748),0.283680599794685,PCNX2 (ENSG00000135749),0.28769958524823,SFXN3 (ENSG00000107819)
BRD-A21744749:3.333 uM:1,-0.239136218014713,IGHV3-19 (ENSG00000253883),-0.235639924508954,RN7SKP238 (ENSG00000252292),0.202155755244222,RBBP4P4 (ENSG00000214561),0.202524806664634,AL139125.2 (ENSG00000278982)
BRD-A92336904:10 uM:1,-0.199664253534957,TRGV3 (ENSG00000211699),-0.188852058470445,TRGV1 (ENSG00000211701),0.183944988048851,AF186192.1 (ENSG00000254533),0.188606808747201,AL079307.1 (ENSG00000258535)
BRD-K47975455:1.111 uM:1,-0.181826906905486,LINC01727 (ENSG00000279082),-0.176028717775466,OCIAD2 (ENSG00000145247),0.216615710197409,AL807752.2 (ENSG00000229257),0.21771972131186,RPL18AP15 (ENSG00000236189)
BRD-A52269273:3.333 uM:1,-0.22794743572985,LINC02096 (ENSG00000238212),-0.196826462422729,RPL23AP76 (ENSG00000226156),0.191196979002967,BSNDP3 (ENSG00000277508),0.194879923412217,RAP1B (ENSG00000127314)
BRD-K69587265:3.333 uM:1,-0.211409165679231,AC012417.1 (ENSG00000263698),-0.210032701084249,AL355432.1 (ENSG00000254396),0.162046100700121,AC126773.2 (ENSG00000260577),0.171300122460155,LINC01290 (ENSG00000260468)
BRD-K02346425:1.111 uM:1,-0.212861093329512,LINC01964 (ENSG00000260840),-0.205652852421274,AL606970.2 (ENSG00000228361),0.184456404752655,SPANXN5 (ENSG00000204363),0.192238463895527,AC092100.1 (ENSG00000225718)
BRD-A39626484:10 uM:1,-0.261888034254992,KCNC2 (ENSG00000166006),-0.246061293287545,AC016642.1 (ENSG00000248475),0.282180753276786,ATP6V1G1 (ENSG00000136888),0.303370210240102,CHCHD5 (ENSG00000125611)
BRD-K77006176:1.111 uM:1,-0.192342491609111,AC018752.1 (ENSG00000250015),-0.177727917977597,AC244100.3 (ENSG00000275944),0.205022519661708,GDF6 (ENSG00000156466),0.213744900513344,KNCN (ENSG00000162456)
BRD-K18502903:10 uM:1,-0.25773447612585,TBPL1 (ENSG00000028839),-0.248434658670907,RUVBL1 (ENSG00000175792),0.238599015487863,MGLL (ENSG00000074416),0.275620839990108,BCL2L1 (ENSG00000171552)
BRD-A01422775:1.111 uM:1,-0.196264229212743,HSPB7 (ENSG00000173641),-0.194753326181825,VWC2L (ENSG00000174453),0.20079516941385,AC120114.2 (ENSG00000278713),0.225625227149831,AC025031.3 (ENSG00000274591)
BRD-K13939389:3.333 uM:1,-0.209708481579803,EEF1E1P1 (ENSG00000236307),-0.184901670061621,RPL39P38 (ENSG00000241464),0.198666911092429,PPIAP24 (ENSG00000174408),0.204528448477464,AC092100.1 (ENSG00000225718)
BRD-K18320856:10 uM:1,-0.247670369440713,HNRNPA1P17 (ENSG00000243188),-0.243686188977407,AL358075.4 (ENSG00000278139),0.191357640513052,Z83841.1 (ENSG00000227534),0.228417218136305,SRP72P2 (ENSG00000188451)
BRD-K99978345:10 uM:1,-0.201969271723395,AC244034.1 (ENSG00000234981),-0.197069271823344,RF02208 (ENSG00000276530),0.209605517148197,PIF1 (ENSG00000140451),0.217507351420072,AC116003.3 (ENSG00000276993)
BRD-A50805212:1.111 uM:1,-0.256599686037927,AL513485.1 (ENSG00000273933),-0.221721151708618,AL512353.2 (ENSG00000233708),0.199677003150922,AC022726.2 (ENSG00000283125),0.245799057559971,KNCN (ENSG00000162456)
BRD-K67662416:10 uM:1,-0.22337295519552,CLEC2A (ENSG00000188393),-0.193977294541328,AL592463.1 (ENSG00000232896),0.209718034102796,LINC01706 (ENSG00000224711),0.221132696155552,AL033527.6 (ENSG00000285905)
BRD-K45910487:10 uM:1,-0.201410944436891,AC008033.3 (ENSG00000273824),-0.195020916788577,LINC02384 (ENSG00000251301),0.18930924698324,REG1A (ENSG00000115386),0.215722760224245,HMGB3P17 (ENSG00000249400)
BRD-K55562316:10 uM:1,-0.228888741056271,AL358075.4 (ENSG00000278139),-0.21861479915148,AL772363.1 (ENSG00000203987),0.184182616584727,AC023813.2 (ENSG00000260033),0.186683612803743,AL355994.4 (ENSG00000234607)
BRD-A10877888:1.111 uM:1,-0.202443888200977,AC145207.7 (ENSG00000264735),-0.188565021699238,LINC00390 (ENSG00000226519),0.179074490316158,AL355357.1 (ENSG00000243828),0.18223764300464,CES5A (ENSG00000159398)
BRD-K48881280:3.333 uM:1,-0.301267956659049,PGBD4P6 (ENSG00000226064),-0.262773154541209,SMARCE1P7 (ENSG00000270973),0.166849097125515,AC084128.1 (ENSG00000253699),0.176641630722223,NPSR1-AS1 (ENSG00000197085)
BRD-A12154094:1.111 uM:1,-0.221162947993642,POTEH-AS1 (ENSG00000236666),-0.206688891495346,CHRNA2 (ENSG00000120903),0.212099340538416,AL589765.3 (ENSG00000236940),0.228086582071345,AL157815.1 (ENSG00000282865)
BRD-K05423381:3.333 uM:1,-0.187065632334041,RN7SKP7 (ENSG00000222472),-0.187045422328939,AL080312.1 (ENSG00000225069),0.185105772420788,RF00056 (ENSG00000277034),0.185590719878717,CGAS (ENSG00000164430)
BRD-K69587265:10 uM:1,-0.210033808168368,AC037441.1 (ENSG00000248738),-0.19460685439488,AQP6 (ENSG00000086159),0.162897106927615,AC103409.1 (ENSG00000253901),0.166388867744183,AC004448.1 (ENSG00000231477)
BRD-K77033225:10 uM:1,-0.224936094576028,MAPK8IP2 (ENSG00000008735),-0.224602886776045,AL365273.1 (ENSG00000240527),0.205468095389763,TNFAIP8 (ENSG00000145779),0.222319755557179,NABP1 (ENSG00000173559)
BRD-K28374886:1.111 uM:1,-0.187951563473778,AL133371.2 (ENSG00000258810),-0.183666591185838,SNRPGP18 (ENSG00000257979),0.176368965838304,AC004803.1 (ENSG00000250132),0.190706636471338,AC027698.1 (ENSG00000253116)
BRD-K25374809:1.111 uM:1,-0.242262457359168,AC116003.3 (ENSG00000276993),-0.242051428585802,PGBD4P6 (ENSG00000226064),0.178450192516713,IGHV2-70D (ENSG00000211974),0.17938023842925,LINC02603 (ENSG00000230262)
BRD-K77464982:3.333 uM:1,-0.201691139298003,PDGFRA (ENSG00000134853),-0.200902486652126,RNA5SP246 (ENSG00000239021),0.1924451777151,AC107304.1 (ENSG00000271671),0.197949554113912,AC004241.1 (ENSG00000257433)
BRD-K52641725:3.333 uM:1,-0.268974208897955,MOS (ENSG00000172680),-0.259035448953802,CTBP2P3 (ENSG00000267153),0.183484236957537,AC090116.1 (ENSG00000277223),0.18523155904386,AC125232.2 (ENSG00000285793)
BRD-A40520541:1.111 uM:1,-0.212101914532236,SMARCE1P7 (ENSG00000270973),-0.189673850377867,AC025465.1 (ENSG00000248296),0.211172450925511,OVOL1-AS1 (ENSG00000255120),0.247122568053725,RPL18AP15 (ENSG00000236189)
BRD-A05327116:1.111 uM:1,-0.24845152987517,LINC01984 (ENSG00000265556),-0.247348128640512,RF00017 (ENSG00000274216),0.178742533091248,KCNK10 (ENSG00000100433),0.190957783166333,PGBD4P6 (ENSG00000226064)
BRD-K92819945:10 uM:1,-0.262493963466838,RPL18AP15 (ENSG00000236189),-0.248475752133694,AC090241.1 (ENSG00000267587),0.213706502926437,PSMC1P4 (ENSG00000248781),0.245261375342695,RF00017 (ENSG00000274216)
BRD-K04588660:10 uM:1,-0.223922985011827,TRIM71 (ENSG00000206557),-0.214879880567203,IGDCC3 (ENSG00000174498),0.228015798885012,PSMB8 (ENSG00000204264),0.237060630812694,ALDH1A3 (ENSG00000184254)
BRD-A86792819:10 uM:1,-0.212256462310507,AC023403.1 (ENSG00000253164),-0.202581706218963,IGLC5 (ENSG00000254030),0.236129805202558,LINC01290 (ENSG00000260468),0.236636431251899,AC017074.2 (ENSG00000233479)
BRD-A45155150:3.333 uM:1,-0.20928318206804,NTM-IT (ENSG00000238262),-0.198950017149032,OPCML-IT2 (ENSG00000255371),0.196148453965572,AL513331.1 (ENSG00000235002),0.202732661156569,AC073487.1 (ENSG00000257509)
BRD-K00907127:3.333 uM:1,-0.233248232997516,AL355376.1 (ENSG00000236716),-0.231200583331575,CPE (ENSG00000109472),0.168724479053843,RIN1 (ENSG00000174791),0.18664302589362,PVT1 (ENSG00000249859)
BRD-K04588660:3.333 uM:1,-0.181916308569639,AC008132.2 (ENSG00000239989),-0.175622087134646,AL731577.1 (ENSG00000226899),0.186949595107374,AC012456.1 (ENSG00000203643),0.190529689045813,AC073348.1 (ENSG00000278894)
BRD-K18502903:1.111 uM:1,-0.245004429054651,SIX4 (ENSG00000100625),-0.238949504458253,DLK2 (ENSG00000171462),0.311967779481992,SCARB2 (ENSG00000138760),0.326461636147969,TMCO3 (ENSG00000150403)
BRD-K46405538:1.111 uM:1,-0.201302961306024,SNORA13 (ENSG00000238363),-0.198292920000677,AC007568.1 (ENSG00000224136),0.219348779768626,LINC02129 (ENSG00000261045),0.241690362526678,PI4K2B (ENSG00000038210)
BRD-K52526055:10 uM:1,-0.251676918415633,AL133371.2 (ENSG00000258810),-0.231502987228205,LINC02224 (ENSG00000249203),0.211054213892205,MGC15885 (ENSG00000259458),0.22072228401617,MTUS2 (ENSG00000132938)
BRD-A40520541:3.333 uM:1,-0.188425275982663,TBX10 (ENSG00000167800),-0.184120288645882,AP000769.3 (ENSG00000279243),0.1736056374211,AC139713.2 (ENSG00000251600),0.181124983121469,AL353572.1 (ENSG00000225385)
BRD-K49271075:1.111 uM:1,-0.20341939201523,AC011474.4 (ENSG00000279387),-0.189853458703095,RF02121 (ENSG00000275254),0.177079805914434,AL356095.1 (ENSG00000229616),0.180876256088136,AL078624.1 (ENSG00000271399)
BRD-K92819945:1.111 uM:1,-0.29904564761679,PGBD4P6 (ENSG00000226064),-0.239267221816463,AC098587.1 (ENSG00000248518),0.177731795181329,KCNAB3 (ENSG00000170049),0.216458276634605,AC092451.1 (ENSG00000241846)
BRD-K28374886:10 uM:1,-0.195150535719574,LRRC37A5P (ENSG00000204173),-0.17666799986477,TRBV11-1 (ENSG00000211720),0.170901625160561,OR6C64P (ENSG00000234670),0.171405966478957,PSMD4P1 (ENSG00000223741)
BRD-A08072231:1.111 uM:1,-0.226653292436749,IGHV2-70D (ENSG00000211974),-0.202650153997412,AL118508.4 (ENSG00000279447),0.191850809944614,AC018643.1 (ENSG00000225144),0.191850809944614,AC015978.1 (ENSG00000283076)
BRD-K11102892:10 uM:1,-0.300567867651192,TBPL1 (ENSG00000028839),-0.292635228373521,GPR63 (ENSG00000112218),0.260577893017537,RGL3 (ENSG00000205517),0.28266311734597,BCL2L1 (ENSG00000171552)
BRD-K27617204:10 uM:1,-0.280112903662466,TADA1 (ENSG00000152382),-0.275662798817599,AC093642.2 (ENSG00000280119),0.314691272013015,TGFBR2 (ENSG00000163513),0.320666336741652,NABP1 (ENSG00000173559)
BRD-A21744749:1.111 uM:1,-0.208013072598241,AC104629.1 (ENSG00000244429),-0.203332414957076,LINC01986 (ENSG00000223587),0.180112763355973,GLTP (ENSG00000139433),0.210364907780379,HPS6 (ENSG00000166189)
BRD-K04527417:3.333 uM:1,-0.221027505033516,AC092013.1 (ENSG00000227785),-0.213501757275496,SLC25A1P3 (ENSG00000213645),0.188367424986721,ABR (ENSG00000159842),0.206097731811376,ARHGAP18 (ENSG00000146376)
BRD-K23322284:10 uM:1,-0.202320998130259,MEP1A (ENSG00000112818),-0.200496959033139,SLC22A11 (ENSG00000168065),0.190592316357242,PGBD4P6 (ENSG00000226064),0.210541262348722,COTL1 (ENSG00000103187)
BRD-K02346425:10 uM:1,-0.217497622844928,NOL4 (ENSG00000101746),-0.216767602458023,AL731575.1 (ENSG00000224500),0.177191322213344,AC137936.1 (ENSG00000283148),0.189551283622833,AC116003.3 (ENSG00000276993)
BRD-A75962157:3.333 uM:1,-0.212043474841559,LINC01078 (ENSG00000223880),-0.205401970902818,AC007100.1 (ENSG00000271955),0.193711991706415,KRT34 (ENSG00000131737),0.223787540260989,GNB1 (ENSG00000078369)
BRD-A17960793:10 uM:1,-0.213531243870804,AC026765.2 (ENSG00000257817),-0.212180473924754,AP000696.1 (ENSG00000231324),0.185243497114756,HSPA8P18 (ENSG00000232953),0.211270149115406,OR2AM1P (ENSG00000236110)
BRD-A67114654:1.111 uM:1,-0.178818532953464,CYP2B6 (ENSG00000197408),-0.173776766570089,C5orf64-AS1 (ENSG00000251575),0.305734292005612,AC114546.4 (ENSG00000280396),0.312375702152343,MTATP6P13 (ENSG00000229842)
BRD-K18320856:1.111 uM:1,-0.196209095267294,AC125421.1 (ENSG00000263574),-0.177873573028707,SETP22 (ENSG00000213701),0.180024778329499,BX322639.1 (ENSG00000215146),0.194048655309942,SLITRK2 (ENSG00000185985)
BRD-K77464982:1.111 uM:1,-0.22655093375771,AL138820.1 (ENSG00000277151),-0.21938773077392,AQP12A (ENSG00000184945),0.176430673426169,AC073862.5 (ENSG00000280200),0.177487573396417,RPS19P7 (ENSG00000228462)
BRD-K99617012:10 uM:1,-0.306670449946156,NOXO1 (ENSG00000196408),-0.298301817287382,TMEM105 (ENSG00000185332),0.333973827340777,DNAJB5 (ENSG00000137094),0.350314275498965,KATNAL1 (ENSG00000102781)
BRD-K46405538:10 uM:1,-0.168060534462359,FAM53B (ENSG00000189319),-0.165831260147528,RPL35AP21 (ENSG00000229814),0.197163798961687,PTPRQ (ENSG00000139304),0.203000514477304,LINC01442 (ENSG00000227510)
BRD-A01422775:3.333 uM:1,-0.262836024455079,AC007384.1 (ENSG00000237513),-0.227354321120463,LRRC37A5P (ENSG00000204173),0.192995156677137,AL355312.2 (ENSG00000231760),0.195743884371933,PTPRH (ENSG00000080031)
BRD-K53199497:10 uM:1,-0.297408194554135,LINC00885 (ENSG00000224652),-0.276403133449713,DSCAM-AS1 (ENSG00000235123),0.253469013004797,SLC16A1-AS1 (ENSG00000226419),0.281998515512941,GSTP1 (ENSG00000084207)
BRD-A52949702:10 uM:1,-0.241081459621254,LINC01940 (ENSG00000227744),-0.225637039993796,AL358075.4 (ENSG00000278139),0.183359204932047,AC244100.3 (ENSG00000275944),0.199194765304497,AL133299.1 (ENSG00000261120)
BRD-K79688464:3.333 uM:1,-0.202414408771832,AC108879.1 (ENSG00000224610),-0.192745385218293,AC068725.1 (ENSG00000285548),0.190081897797468,TAGLN2 (ENSG00000158710),0.190948776498827,GNB1L (ENSG00000185838)
BRD-K05423381:1.111 uM:1,-0.1792579870394,SNORA30 (ENSG00000206755),-0.178963491091368,AC016831.4 (ENSG00000271204),0.182889898076717,PGBD4P6 (ENSG00000226064),0.198886029316812,RPSAP53 (ENSG00000214263)
BRD-K69045134:10 uM:1,-0.198606938063992,IGKV6D-41 (ENSG00000211626),-0.189388131742752,AC008962.1 (ENSG00000271299),0.189271691059436,LINC01753 (ENSG00000230250),0.195229799082638,AL353052.2 (ENSG00000236372)
BRD-A52949702:3.333 uM:1,-0.18843209935472,AC007568.1 (ENSG00000224136),-0.181193533598143,PNLIPRP3 (ENSG00000203837),0.185098614164995,AL122008.1 (ENSG00000231272),0.213446544418101,TRPC6P (ENSG00000223484)
BRD-A37012788:10 uM:1,-0.213644782701661,RN7SKP28 (ENSG00000201640),-0.210191414763266,RF02132 (ENSG00000273750),0.182392620357414,IRAK2 (ENSG00000134070),0.240284908355955,SPATS2L (ENSG00000196141)
BRD-K96677594:10 uM:1,-0.526820372594855,SULT1A1 (ENSG00000196502),-0.344391113354768,TMEM37 (ENSG00000171227),0.208943611337655,HAS2 (ENSG00000170961),0.223319584230714,CRACR2A (ENSG00000130038)
BRD-A81512200:10 uM:1,-0.191023604228032,AL603840.1 (ENSG00000234810),-0.172234397222249,OR7E106P (ENSG00000258550),0.206572739380371,AL358075.4 (ENSG00000278139),0.230636675260799,RPL18AP15 (ENSG00000236189)
BRD-A33254978:1.111 uM:1,-0.26593365563625,LINC01874 (ENSG00000223985),-0.247302043061155,ARHGAP42P2 (ENSG00000231147),0.179949315403075,LYN (ENSG00000254087),0.204166566100432,IGHV2-70D (ENSG00000211974)
BRD-A53046391:3.333 uM:1,-0.205438757925229,MRPS18CP4 (ENSG00000255763),-0.204780611855911,RPL21P103 (ENSG00000241423),0.193047013681564,CTAGE11P (ENSG00000214249),0.198941520306462,C7orf66 (ENSG00000205174)
BRD-A75962157:10 uM:1,-0.276876267812908,AL512353.3 (ENSG00000237090),-0.272239025821797,PCNAP3 (ENSG00000214009),0.176416065334137,AC244100.3 (ENSG00000275944),0.182370248304834,AC003071.1 (ENSG00000225971)
BRD-K94673465:10 uM:1,-0.237227434438845,AL133371.2 (ENSG00000258810),-0.200368366057391,AC073465.2 (ENSG00000236832),0.187084630723267,SPINK9 (ENSG00000204909),0.195023689852432,AC108941.2 (ENSG00000284695)
BRD-A83683371:10 uM:1,-0.215926733564104,PGBD4P6 (ENSG00000226064),-0.201319465559954,AC116003.3 (ENSG00000276993),0.19375554023614,FAM129B (ENSG00000136830),0.240918076191635,STEAP3 (ENSG00000115107)
BRD-A09577267:1.111 uM:1,-0.211260894287756,AC092071.1 (ENSG00000269353),-0.208517943583559,ANKRD62P1 (ENSG00000259271),0.193229021511896,AC023141.13 (ENSG00000271696),0.196569051912532,AC064862.6 (ENSG00000243981)
BRD-K66306790:1.111 uM:1,-0.201804143174039,LINC02323 (ENSG00000259230),-0.18493701605113,HOXA10-AS (ENSG00000253187),0.232239227791701,SUMO1P2 (ENSG00000229612),0.252843314634079,AL355493.2 (ENSG00000260151)
BRD-K11102892:3.333 uM:1,-0.273887404598062,SNRPA (ENSG00000077312),-0.265659813832353,COQ3 (ENSG00000132423),0.25885103969215,ERLEC1 (ENSG00000068912),0.276645863035874,PTTG1IP (ENSG00000183255)
BRD-A05327116:3.333 uM:1,-0.207522423540484,AC008734.2 (ENSG00000269400),-0.188337896794828,RN7SL41P (ENSG00000241550),0.212563850289341,AC099494.3 (ENSG00000279620),0.22630178555262,NIPA2P4 (ENSG00000254151)
BRD-K27617204:1.111 uM:1,-0.178251458974079,AC136601.2 (ENSG00000271681),-0.175824173356122,AL121902.1 (ENSG00000232286),0.173390184605787,AL445305.1 (ENSG00000213036),0.180677207870913,AC233290.2 (ENSG00000258304)
BRD-K05666846:10 uM:1,-0.221392677850662,OR6C64P (ENSG00000234670),-0.217016949747852,DPPA3 (ENSG00000187569),0.220115173780677,SH2B3 (ENSG00000111252),0.221317152583182,DCBLD2 (ENSG00000057019)
BRD-K20744832:3.333 uM:1,-0.217339102216389,LINC01911 (ENSG00000231040),-0.217274661147787,KIF19 (ENSG00000196169),0.197608007843691,MTDHP3 (ENSG00000268433),0.222859804871143,C7orf66 (ENSG00000205174)
BRD-A87993196:10 uM:1,-0.317597110579832,RPL18AP15 (ENSG00000236189),-0.295455983481323,AC116003.3 (ENSG00000276993),0.200060412256571,AL023495.1 (ENSG00000235303),0.207840935169931,FP700107.1 (ENSG00000278273)
BRD-K26819978:1.111 uM:1,-0.200134650045142,AL110503.1 (ENSG00000236151),-0.196175838903342,BX284656.1 (ENSG00000229275),0.210193905368132,ATP13A1 (ENSG00000105726),0.210317366006471,DDX49 (ENSG00000105671)
BRD-K69669311:3.333 uM:1,-0.199977474458076,INTS6L-AS1 (ENSG00000225235),-0.191820269534684,AC114401.1 (ENSG00000241884),0.209538001319998,AC127526.3 (ENSG00000284605),0.211563217523036,RN7SL801P (ENSG00000241230)
BRD-K15965015:3.333 uM:1,-0.231876221034172,ARHGEF15 (ENSG00000198844),-0.204771962786117,RN7SKP238 (ENSG00000252292),0.188310750535666,CARMIL1 (ENSG00000079691),0.189568187936312,SLC25A47 (ENSG00000140107)
BRD-K15965015:10 uM:1,-0.220579972350615,RNA5SP175 (ENSG00000201145),-0.205277827456783,TMEM248P1 (ENSG00000249555),0.16506160631595,AC074344.1 (ENSG00000248552),0.171434317203576,C4orf45 (ENSG00000164123)
BRD-K68973821:3.333 uM:1,-0.234387595252601,OR5H7P (ENSG00000187900),-0.206168489241825,AC008794.2 (ENSG00000267599),0.187091601008907,OTC (ENSG00000036473),0.189888742361942,AL031289.1 (ENSG00000237899)
BRD-K94673465:1.111 uM:1,-0.183612610157043,AL512353.2 (ENSG00000233708),-0.177413313993602,RPS29P16 (ENSG00000235354),0.232729380713244,AC006390.1 (ENSG00000251638),0.247790585109386,RPL23AP85 (ENSG00000224980)
BRD-A83683371:3.333 uM:1,-0.193558398437546,GIMAP6 (ENSG00000133561),-0.184203359544081,PKP1 (ENSG00000081277),0.243011732057633,TEX44 (ENSG00000177673),0.243166289429126,AC013244.1 (ENSG00000271018)
BRD-K69045134:3.333 uM:1,-0.210804402972275,AC090358.1 (ENSG00000265217),-0.188594590024401,AP003062.1 (ENSG00000255327),0.192019019272286,AC090525.2 (ENSG00000257813),0.234982273047693,AC079799.2 (ENSG00000285398)
BRD-A60985882:3.333 uM:1,-0.241100250086604,PGBD4P6 (ENSG00000226064),-0.229415617392387,AL049569.1 (ENSG00000226526),0.182157357089379,SOCS5P2 (ENSG00000224682),0.18481871062186,GAMTP2 (ENSG00000231910)
BRD-A62708101:10 uM:1,-0.19436769404501,AC004840.2 (ENSG00000271163),-0.193668460436655,LINC02210-CRHR1 (ENSG00000263715),0.1888042365208,PGBD4P6 (ENSG00000226064),0.191355569804684,HMOX2 (ENSG00000103415)
BRD-K53199497:3.333 uM:1,-0.31989206514902,LINC00885 (ENSG00000224652),-0.296012299370357,XBP1 (ENSG00000100219),0.249689143707542,GSTP1 (ENSG00000084207),0.274538778194211,IFI27L2 (ENSG00000119632)
BRD-K68973821:10 uM:1,-0.219597067405081,RN7SL646P (ENSG00000242341),-0.215305204668335,RNU4-36P (ENSG00000201164),0.164880994889685,RNU4-85P (ENSG00000201545),0.178837407759633,AC023141.7 (ENSG00000231484)
BRD-A16991794:10 uM:1,-0.265810986514288,KDM1A (ENSG00000004487),-0.26217651710093,FSD1 (ENSG00000105255),0.288901756826106,BCL2L1 (ENSG00000171552),0.293936244423432,GDF15 (ENSG00000130513)
BRD-K27617204:3.333 uM:1,-0.212896947098114,C4orf45 (ENSG00000164123),-0.2088060968413,AC068725.1 (ENSG00000285548),0.176316467284375,TNS3 (ENSG00000136205),0.181513314336074,POU6F2-AS1 (ENSG00000224122)
BRD-K67662416:1.111 uM:1,-0.200148228698163,RF00017 (ENSG00000275696),-0.194404716346197,AC091885.2 (ENSG00000251294),0.192765075771534,KRTAP5-8 (ENSG00000241233),0.193117062591508,KNCN (ENSG00000162456)
BRD-K01728591:3.333 uM:1,-0.184739071308709,PITPNM1 (ENSG00000110697),-0.182736857123193,AC004623.1 (ENSG00000279488),0.217201589588125,ZMYND10-AS1 (ENSG00000235058),0.232113343876348,AC013244.1 (ENSG00000271018)
BRD-K85715066:3.333 uM:1,-0.190651566177046,AC023906.4 (ENSG00000259709),-0.187267986675423,TGFB1I1 (ENSG00000140682),0.164786400618698,GLRA4 (ENSG00000188828),0.198560874765311,EEF1AKMT4 (ENSG00000284753)
BRD-K96364670:10 uM:1,-0.211175921709005,WNT10A (ENSG00000135925),-0.208613045578127,AC091819.2 (ENSG00000253713),0.203208935746268,VRK3 (ENSG00000105053),0.217067806773961,C7orf66 (ENSG00000205174)
BRD-A75962157:1.111 uM:1,-0.200307273530133,PGBD4P6 (ENSG00000226064),-0.17624412934818,AC127496.2 (ENSG00000262098),0.207667818649794,AC103853.2 (ENSG00000254141),0.2304116328859,ZFPM2 (ENSG00000169946)
BRD-A55800567:1.111 uM:1,-0.240368491594438,PGBD4P6 (ENSG00000226064),-0.227390170847128,AF130417.1 (ENSG00000227330),0.236895227346271,RPL31P28 (ENSG00000219863),0.253292837371992,AL445933.2 (ENSG00000230881)
BRD-K85836052:3.333 uM:1,-0.176430508244598,CR382287.2 (ENSG00000279851),-0.171630829961086,OR4F21 (ENSG00000176269),0.226539075070349,AC016877.1 (ENSG00000229625),0.242578715921245,SCIMP (ENSG00000161929)
BRD-K15249338:3.333 uM:1,-0.203236590459745,OR6C64P (ENSG00000234670),-0.181804241367992,AC074281.2 (ENSG00000285896),0.280358760586854,RPSAP73 (ENSG00000274319),0.290663721330199,OR52E3P (ENSG00000226157)
BRD-K95660144:3.333 uM:1,-0.191546559966497,AC242842.2 (ENSG00000284964),-0.168545868521371,TNFRSF11B (ENSG00000164761),0.220358911560671,LINC02437 (ENSG00000248517),0.221852340083721,AC020661.4 (ENSG00000280036)
BRD-A60985882:1.111 uM:1,-0.240466695539115,AKIRIN1P1 (ENSG00000257786),-0.215212217629817,LAMTOR3P1 (ENSG00000228825),0.173470647031082,PERP (ENSG00000112378),0.177879263882335,AC113346.1 (ENSG00000251144)
BRD-K29983093:3.333 uM:1,-0.217049408559555,AC023141.7 (ENSG00000231484),-0.211729350809852,AC147055.2 (ENSG00000249472),0.177532231972194,GPR65 (ENSG00000140030),0.198168014728615,AL355490.2 (ENSG00000231970)
BRD-A16991794:3.333 uM:1,-0.225092077657349,TERF1P3 (ENSG00000249311),-0.22441194411419,MTRNR2L13 (ENSG00000270394),0.215417522729811,VPS29 (ENSG00000111237),0.239514886211158,SBDS (ENSG00000126524)
BRD-K04588660:1.111 uM:1,-0.236145265129548,AL731575.1 (ENSG00000224500),-0.201878916352025,LINC02370 (ENSG00000230294),0.214553705669,AC127520.1 (ENSG00000285661),0.237971098292798,KNCN (ENSG00000162456)
BRD-K69669311:10 uM:1,-0.231782896890719,HSD3BP2 (ENSG00000203858),-0.214366972965055,AC091114.1 (ENSG00000253111),0.193051031577682,AL355097.1 (ENSG00000258379),0.204099266397471,AC008794.2 (ENSG00000267599)
BRD-A50209239:3.333 uM:1,-0.221902259929008,HSFX1 (ENSG00000171116),-0.206228194118714,ATRN (ENSG00000088812),0.195748865154267,RPS18 (ENSG00000231500),0.198335909155096,AC019155.2 (ENSG00000219445)
BRD-K99978345:1.111 uM:1,-0.197092883582469,AC109446.4 (ENSG00000279490),-0.193824264602052,AC008555.3 (ENSG00000270544),0.213996647557995,AC007091.1 (ENSG00000223838),0.21469334220805,THAP12P3 (ENSG00000227972)
BRD-K00907127:1.111 uM:1,-0.233538378838261,AL133371.2 (ENSG00000258810),-0.206153869341404,AC073465.2 (ENSG00000236832),0.184951569576759,CHD5 (ENSG00000116254),0.193394990548679,AC010632.1 (ENSG00000267345)
BRD-A92336904:3.333 uM:1,-0.223499511621565,SMARCA5-AS1 (ENSG00000245112),-0.201291807101577,SNCA-AS1 (ENSG00000247775),0.177439757342847,BCL10 (ENSG00000142867),0.183048291476715,ME1 (ENSG00000065833)
